_real_time,_totl_time,missn_time,timer_time,_zulu_time,local_time,hobbs_time,__mag_comp,mavar__deg,__lat__deg,__lon__deg,__altftmsl,__altftagl,___onrunwy,__alt__ind,__latorign,__lonorign,NAV_1,_freqNAV_1,_stbyNAV_1,_typeNAV_2,_freqNAV_2,_stbyNAV_2,_typeNAV_1,n-typNAV_1,to-frNAV_1,m-crsNAV_1,r-brgNAV_1,dme-dNAV_1,h-defNAV_1,v-defNAV_2,n-typNAV_2,to-frNAV_2,m-crsNAV_2,r-brgNAV_2,dme-dNAV_2,h-defNAV_2,v-defADF_1,_freqADF_1,_cardADF_1,r-brgADF_1,n-typADF_2,_freqADF_2,_cardADF_2,r-brgADF_2,n-typ__DME,nav01__DME,_mode__DME,found__DME,_dist__DME,speed__DME,_time__DME,n-typDME-3_freq,
524.44586,228.34496,226.84236,0.00000,13.21846,14.21846,2.33901,39.16504,-1.75063,47.50406,5.15596,5015.66357,3980.05176,0.00000,5005.76074,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,188.58051,149.34946,14.24054,2.50000,0.00000,3.00000,2.00000,35.99733,-3.17223,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.24054,86.16908,9.92014,3.00000,10940.00000,
525.44775,229.34682,227.84422,0.00000,13.21873,14.21873,2.33929,39.16809,-1.75074,47.50441,5.15641,5025.63525,3994.12012,0.00000,5015.72363,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,188.63951,149.40686,14.26450,2.50000,0.00000,3.00000,2.00000,35.99515,-3.17635,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.26450,86.17332,9.93310,3.00000,10940.00000,
526.45715,230.36388,228.86130,0.00000,13.21902,14.21902,2.33957,39.17100,-1.75086,47.50476,5.15687,5035.75781,4011.43286,0.00000,5025.85059,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,188.69907,149.46484,14.28884,2.50000,0.00000,3.00000,2.00000,35.99293,-3.18036,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.28884,86.19102,9.94801,3.00000,10940.00000,
527.46399,231.37560,229.87300,0.00000,13.21930,14.21930,2.33985,39.17372,-1.75097,47.50512,5.15733,5045.82715,4028.64990,0.00000,5035.91357,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,188.75798,149.52261,14.31305,2.50000,0.00000,3.00000,2.00000,35.99076,-3.18422,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.31305,86.11279,9.96671,3.00000,10940.00000,
528.46167,232.38470,230.88213,0.00000,13.21958,14.21958,2.34013,39.17577,-1.75108,47.50547,5.15779,5055.87012,4045.81958,0.00000,5045.96045,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,188.81667,149.58012,14.33721,2.50000,0.00000,3.00000,2.00000,35.98856,-3.18790,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.33721,86.18690,9.97861,3.00000,10940.00000,
529.46680,233.38977,231.88719,0.00000,13.21986,14.21986,2.34041,39.17773,-1.75119,47.50582,5.15824,5065.87256,4062.91650,0.00000,5055.95996,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,188.87517,149.63718,14.36128,2.50000,0.00000,3.00000,2.00000,35.98632,-3.19150,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.36128,86.24785,9.99981,3.00000,10940.00000,
530.46191,234.38495,232.88237,0.00000,13.22013,14.22013,2.34068,39.17970,-1.75130,47.50617,5.15869,5075.77637,4079.84131,0.00000,5065.87061,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,188.93292,149.69356,14.38511,2.50000,0.00000,3.00000,2.00000,35.98410,-3.19506,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.38511,86.12455,10.01022,3.00000,10940.00000,
531.46100,235.39162,233.88902,0.00000,13.22041,14.22041,2.34096,39.18192,-1.75142,47.50652,5.15915,5085.79492,4096.95801,0.00000,5075.89990,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,188.99083,149.75099,14.40924,2.50000,0.00000,3.00000,2.00000,35.98179,-3.19806,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.40924,86.25134,10.02053,3.00000,10940.00000,
532.46271,236.39328,234.89070,0.00000,13.22069,14.22069,2.34124,39.18364,-1.75153,47.50687,5.15960,5095.76318,4113.98633,0.00000,5085.86670,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,189.04831,149.80789,14.43324,2.50000,0.00000,3.00000,2.00000,35.97953,-3.20123,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.43324,86.31995,10.03763,3.00000,10940.00000,
533.45459,237.39020,235.88760,0.00000,13.22097,14.22097,2.34152,39.18539,-1.75164,47.50722,5.16005,5105.68359,4130.92969,0.00000,5095.78174,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,189.10544,149.86388,14.45714,2.50000,0.00000,3.00000,2.00000,35.97737,-3.20467,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.45714,86.38416,10.04237,3.00000,10940.00000,
534.45355,238.38918,236.88660,0.00000,13.22125,14.22125,2.34180,39.18731,-1.75175,47.50757,5.16050,5115.62500,4153.22559,0.00000,5105.71631,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,189.16255,149.91975,14.48109,2.50000,0.00000,3.00000,2.00000,35.97523,-3.20802,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.48109,86.35062,10.05783,3.00000,10940.00000,
535.45789,239.39917,237.89659,0.00000,13.22153,14.22153,2.34208,39.18930,-1.75186,47.50792,5.16096,5125.67578,4165.79346,0.00000,5115.76465,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,189.21985,149.97615,14.50531,2.50000,0.00000,3.00000,2.00000,35.97302,-3.21142,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.50531,86.38571,10.07647,3.00000,10940.00000,
536.45276,240.39406,238.89146,0.00000,13.22180,14.22180,2.34235,39.19122,-1.75197,47.50827,5.16140,5135.57617,4175.39404,0.00000,5125.66602,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,189.27611,150.03151,14.52918,2.50000,0.00000,3.00000,2.00000,35.97081,-3.21470,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.52918,86.37235,10.09271,3.00000,10940.00000,
537.44812,241.38942,239.88684,0.00000,13.22208,14.22208,2.34263,39.19313,-1.75208,47.50862,5.16185,5145.48096,4184.99707,0.00000,5135.57080,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,189.33228,150.08681,14.55306,2.50000,0.00000,3.00000,2.00000,35.96857,-3.21800,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.55306,86.43132,10.10031,3.00000,10940.00000,
538.45062,242.39194,240.88936,0.00000,13.22236,14.22236,2.34291,39.19503,-1.75220,47.50897,5.16231,5155.45703,4194.66797,0.00000,5145.54199,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,189.38853,150.14235,14.57712,2.50000,0.00000,3.00000,2.00000,35.96632,-3.22125,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.57712,86.40344,10.11914,3.00000,10940.00000,
539.45050,243.39813,241.89555,0.00000,13.22264,14.22264,2.34319,39.19663,-1.75231,47.50932,5.16276,5165.46924,4214.30566,0.00000,5155.55713,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,189.44476,150.19789,14.60127,2.50000,0.00000,3.00000,2.00000,35.96413,-3.22435,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.60127,86.41822,10.13682,3.00000,10940.00000,
540.45361,244.40128,242.89870,0.00000,13.22292,14.22292,2.34347,39.19815,-1.75242,47.50967,5.16321,5175.45068,4233.24023,0.00000,5165.53906,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,189.50063,150.25322,14.62537,2.50000,0.00000,3.00000,2.00000,35.96185,-3.22741,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.62537,86.54903,10.14294,3.00000,10940.00000,
541.43311,245.38077,243.87819,0.00000,13.22319,14.22319,2.34374,39.19941,-1.75253,47.51001,5.16365,5185.19678,4241.89307,0.00000,5175.29102,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,189.55502,150.30708,14.64888,2.50000,0.00000,3.00000,2.00000,35.95959,-3.23038,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.64888,86.48104,10.16234,3.00000,10940.00000,
542.44299,246.39067,244.88808,0.00000,13.22347,14.22347,2.34402,39.20066,-1.75264,47.51036,5.16411,5195.24512,4259.39697,0.00000,5185.33398,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,189.61096,150.36229,14.67314,2.50000,0.00000,3.00000,2.00000,35.95740,-3.23344,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.67314,86.45079,10.18193,3.00000,10940.00000,
543.44312,247.39079,245.88820,0.00000,13.22375,14.22375,2.34430,39.20181,-1.75275,47.51071,5.16456,5205.19629,4278.58203,0.00000,5195.28613,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,189.66608,150.41653,14.69717,2.50000,0.00000,3.00000,2.00000,35.95517,-3.23654,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.69717,86.48613,10.19429,3.00000,10940.00000,
544.44855,248.39618,246.89360,0.00000,13.22403,14.22403,2.34458,39.20317,-1.75286,47.51106,5.16501,5215.19971,4297.86328,0.00000,5205.29150,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,189.72124,150.47110,14.72133,2.50000,0.00000,3.00000,2.00000,35.95289,-3.23967,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.72133,86.51353,10.20558,3.00000,10940.00000,
545.45044,249.39810,247.89551,0.00000,13.22430,14.22430,2.34485,39.20452,-1.75298,47.51141,5.16546,5225.16797,4317.07373,0.00000,5215.25879,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,189.77612,150.52525,14.74541,2.50000,0.00000,3.00000,2.00000,35.95072,-3.24279,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.74541,86.53953,10.22705,3.00000,10940.00000,
546.44708,250.39470,248.89212,0.00000,13.22458,14.22458,2.34513,39.20599,-1.75309,47.51175,5.16591,5235.08350,4336.17676,0.00000,5225.17480,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,189.83049,150.57896,14.76937,2.50000,0.00000,3.00000,2.00000,35.94844,-3.24591,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.76937,86.56913,10.23669,3.00000,10940.00000,
547.44684,251.40073,249.89815,0.00000,13.22486,14.22486,2.34541,39.20728,-1.75320,47.51210,5.16636,5245.09277,4355.45557,0.00000,5235.18799,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,189.88506,150.63318,14.79356,2.50000,0.00000,3.00000,2.00000,35.94620,-3.24898,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.79356,86.54325,10.25233,3.00000,10940.00000,
548.45258,252.40648,250.90390,0.00000,13.22514,14.22514,2.34569,39.20862,-1.75331,47.51245,5.16682,5255.09912,4374.72510,0.00000,5245.19141,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,189.93962,150.68701,14.81775,2.50000,0.00000,3.00000,2.00000,35.94386,-3.25205,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.81775,86.51060,10.26416,3.00000,10940.00000,
549.45782,253.41174,251.90916,0.00000,13.22542,14.22542,2.34597,39.20985,-1.75342,47.51280,5.16727,5265.10010,4392.37646,0.00000,5255.19531,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,189.99428,150.74127,14.84193,2.50000,0.00000,3.00000,2.00000,35.94160,-3.25503,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.84193,86.61843,10.28238,3.00000,10940.00000,
550.46136,254.41530,252.91270,0.00000,13.22570,14.22570,2.34625,39.21122,-1.75353,47.51315,5.16772,5275.08447,4399.79932,0.00000,5265.18994,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.04797,150.79474,14.86607,2.50000,0.00000,3.00000,2.00000,35.93927,-3.25800,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.86607,86.61517,10.29283,3.00000,10940.00000,
551.45898,255.42181,253.91924,0.00000,13.22598,14.22598,2.34653,39.21222,-1.75364,47.51350,5.16817,5285.09766,4407.24365,0.00000,5275.19678,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.10217,150.84834,14.89029,2.50000,0.00000,3.00000,2.00000,35.93709,-3.26089,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.89029,86.59871,10.31127,3.00000,10940.00000,
552.46161,256.42438,254.92181,0.00000,13.22626,14.22626,2.34681,39.21360,-1.75376,47.51385,5.16862,5295.07178,4414.65869,0.00000,5285.17090,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.15569,150.90160,14.91442,2.50000,0.00000,3.00000,2.00000,35.93476,-3.26383,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.91442,86.50513,10.33026,3.00000,10940.00000,
553.46527,257.43396,255.93138,0.00000,13.22654,14.22654,2.34709,39.21470,-1.75387,47.51420,5.16907,5305.11523,4422.12402,0.00000,5295.20996,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.20940,150.95488,14.93872,2.50000,0.00000,3.00000,2.00000,35.93254,-3.26665,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.93872,86.70861,10.33931,3.00000,10940.00000,
554.46411,258.45166,256.94907,0.00000,13.22682,14.22682,2.34737,39.21578,-1.75398,47.51455,5.16953,5315.23975,4427.72998,1.00000,5305.33789,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.26332,151.00829,14.96322,2.50000,0.00000,3.00000,2.00000,35.93032,-3.26947,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.96322,86.65973,10.35523,3.00000,10940.00000,
555.45996,259.45392,257.95132,0.00000,13.22710,14.22710,2.34765,39.21680,-1.75409,47.51490,5.16998,5325.20996,4429.56885,1.00000,5315.30371,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.31630,151.06107,14.98735,2.50000,0.00000,3.00000,2.00000,35.92812,-3.27218,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,14.98735,86.69915,10.37086,3.00000,10940.00000,
556.46167,260.46228,258.95969,0.00000,13.22738,14.22738,2.34793,39.21778,-1.75420,47.51525,5.17043,5335.24121,4431.42090,1.00000,5325.33691,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.36931,151.11407,15.01163,2.50000,0.00000,3.00000,2.00000,35.92583,-3.27484,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,15.01163,86.67564,10.39017,3.00000,10940.00000,
557.46307,261.47440,259.97180,0.00000,13.22766,14.22766,2.34821,39.21873,-1.75432,47.51560,5.17089,5345.30957,4433.28125,1.00000,5335.40381,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.42232,151.16687,15.03601,2.50000,0.00000,3.00000,2.00000,35.92351,-3.27753,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,15.03601,86.80901,10.39927,3.00000,10940.00000,
558.46234,262.48080,260.97821,0.00000,13.22794,14.22794,2.34849,39.21958,-1.75443,47.51595,5.17134,5355.32080,4435.13281,1.00000,5345.41943,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.47482,151.21906,15.06026,2.50000,0.00000,3.00000,2.00000,35.92125,-3.28023,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,15.06026,86.78630,10.41836,3.00000,10940.00000,
559.46234,263.48077,261.97821,0.00000,13.22822,14.22822,2.34877,39.22050,-1.75454,47.51629,5.17178,5365.26807,4440.68945,1.00000,5355.36133,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.52708,151.27101,15.08434,2.50000,0.00000,3.00000,2.00000,35.91898,-3.28287,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,15.08434,86.77189,10.43105,3.00000,10940.00000,
560.46271,264.48691,262.98431,0.00000,13.22849,14.22849,2.34905,39.22107,-1.75465,47.51664,5.17223,5375.27637,4449.06836,1.00000,5365.36768,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.57919,151.32298,15.10859,2.50000,0.00000,3.00000,2.00000,35.91668,-3.28559,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,15.10859,86.73020,10.45021,3.00000,10940.00000,
561.46692,265.49109,263.98853,0.00000,13.22877,14.22877,2.34933,39.22181,-1.75476,47.51699,5.17268,5385.26514,4457.80664,1.00000,5375.36084,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.63129,151.37482,15.13279,2.50000,0.00000,3.00000,2.00000,35.91445,-3.28831,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,15.13279,86.76305,10.45767,3.00000,10940.00000,
562.46503,266.48923,264.98663,0.00000,13.22905,14.22905,2.34960,39.22262,-1.75487,47.51733,5.17313,5395.19287,4469.76611,1.00000,5385.28467,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.68257,151.42570,15.15684,2.50000,0.00000,3.00000,2.00000,35.91219,-3.29109,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,15.15684,86.71672,10.48059,3.00000,10940.00000,
563.46149,267.48569,265.98312,0.00000,13.22933,14.22933,2.34988,39.22355,-1.75498,47.51768,5.17358,5405.10498,4481.77344,1.00000,5395.19629,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.73380,151.47655,15.18086,2.50000,0.00000,3.00000,2.00000,35.90996,-3.29387,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,15.18086,86.82006,10.48996,3.00000,10940.00000,
564.46680,268.49100,266.98843,0.00000,13.22961,14.22961,2.35016,39.22439,-1.75509,47.51802,5.17403,5415.10449,4504.91895,1.00000,5405.19873,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.78506,151.52745,15.20510,2.50000,0.00000,3.00000,2.00000,35.90762,-3.29668,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,15.20510,86.76105,10.51064,3.00000,10940.00000,
565.46997,269.49414,267.99158,0.00000,13.22989,14.22989,2.35044,39.22525,-1.75520,47.51837,5.17447,5425.08203,4530.86523,1.00000,5415.17773,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.83629,151.57832,15.22928,2.50000,0.00000,3.00000,2.00000,35.90538,-3.29944,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,15.22928,86.86642,10.52106,3.00000,10940.00000,
566.46991,270.49850,268.99591,0.00000,13.23016,14.23016,2.35072,39.22612,-1.75531,47.51872,5.17492,5435.07129,4553.46436,1.00000,5425.16504,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.88724,151.62912,15.25350,2.50000,0.00000,3.00000,2.00000,35.90311,-3.30206,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,15.25350,86.75073,10.54381,3.00000,10940.00000,
567.46674,271.50269,270.00009,0.00000,13.23044,14.23044,2.35100,39.22688,-1.75542,47.51907,5.17537,5445.05908,4572.05762,1.00000,5435.15332,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.93773,151.67941,15.27772,2.50000,0.00000,3.00000,2.00000,35.90087,-3.30466,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,15.27772,86.81406,10.55597,3.00000,10940.00000,
568.46094,272.50656,271.00397,0.00000,13.23072,14.23072,2.35127,39.22780,-1.75553,47.51941,5.17582,5455.04346,4585.39404,1.00000,5445.13574,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,190.98813,151.72954,15.30193,2.50000,0.00000,3.00000,2.00000,35.89860,-3.30726,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,15.30193,86.82904,10.56441,3.00000,10940.00000,
569.46161,273.50720,272.00464,0.00000,13.23100,14.23100,2.35155,39.22873,-1.75564,47.51976,5.17627,5464.99609,4598.68408,1.00000,5455.09277,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,191.03828,151.77928,15.32606,2.50000,0.00000,3.00000,2.00000,35.89631,-3.30991,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,15.32606,86.79911,10.58682,3.00000,10940.00000,
570.46637,274.52142,273.01883,0.00000,13.23128,14.23128,2.35183,39.22947,-1.75576,47.52010,5.17672,5475.08301,4612.15186,1.00000,5465.17969,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,191.08911,151.82968,15.35053,2.50000,0.00000,3.00000,2.00000,35.89397,-3.31256,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,15.35053,86.87342,10.59529,3.00000,10940.00000,
571.46283,275.51785,274.01526,0.00000,13.23156,14.23156,2.35211,39.23008,-1.75587,47.52045,5.17716,5484.99316,4623.74219,1.00000,5475.09912,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,191.13911,151.87968,15.37457,2.50000,0.00000,3.00000,2.00000,35.89169,-3.31513,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,15.37457,86.92981,10.61891,3.00000,10940.00000,
572.46112,276.52600,275.02341,0.00000,13.23184,14.23184,2.35239,39.23056,-1.75598,47.52079,5.17761,5495.01904,4634.74609,1.00000,5485.11621,47.50000,5.00000,11145.00000,11300.00000,3.00000,11300.00000,11710.00000,3.00000,3.00000,1.00000,191.18924,151.92981,15.39889,2.50000,0.00000,3.00000,2.00000,35.88946,-3.31765,0.00000,-2.50000,0.00000,309.00000,0.00000,89.99978,0.00000,210.00000,0.00000,89.99978,0.00000,0.00000,2.00000,1.00000,15.39889,86.84177,10.63291,3.00000,10940.00000,
