_real_time,_totl_time,missn_time,timer_time,_zulu_time,local_time,hobbs_time,__mag_comp,mavar__deg,__lat__deg,__lon__deg,__altftmsl,__altftagl,___onrunwy,__alt__ind,__latorign,__lonorign,NAV_1,_freqNAV_1,_stbyNAV_1,_typeNAV_2,_freqNAV_2,_stbyNAV_2,_typeNAV_1,n-typNAV_1,to-frNAV_1,m-crsNAV_1,r-brgNAV_1,dme-dNAV_1,h-defNAV_1,v-defNAV_2,n-typNAV_2,to-frNAV_2,m-crsNAV_2,r-brgNAV_2,dme-dNAV_2,h-defNAV_2,v-defADF_1,_freqADF_1,_cardADF_1,r-brgADF_1,n-typADF_2,_freqADF_2,_cardADF_2,r-brgADF_2,n-typ__DME,nav01__DME,_mode__DME,found__DME,_dist__DME,speed__DME,_time__DME,n-typDME-3_freq,
312.51541,9.19296,7.69037,0.00000,13.15758,14.15758,2.27813,169.77899,-1.73010,47.43959,5.07254,2712.88892,1650.58118,0.00000,2728.88892,47.50000,5.00000,11145.00000,11300.00000,3.00000,11735.00000,11710.00000,0.00000,3.00000,1.00000,173.30565,1.35090,10.20566,2.17742,0.00000,0.00000,0.00000,319.01117,89.99932,0.00000,0.00000,0.00000,309.00000,0.00000,89.99930,0.00000,210.00000,0.00000,89.99932,0.00000,0.00000,2.00000,1.00000,10.20566,95.34933,6.44411,3.00000,10940.00000,
313.51169,10.18922,8.68663,0.00000,13.15786,14.15786,2.27841,167.07648,-1.73013,47.43914,5.07263,2705.22607,1648.53064,0.00000,2714.53052,47.50000,5.00000,11145.00000,11300.00000,3.00000,11735.00000,11710.00000,0.00000,3.00000,1.00000,173.32225,2.27997,10.17889,2.18250,0.00000,0.00000,0.00000,319.17792,89.99932,0.00000,0.00000,0.00000,309.00000,0.00000,89.99930,0.00000,210.00000,0.00000,89.99932,0.00000,0.00000,2.00000,1.00000,10.17889,97.53925,6.27514,3.00000,10940.00000,
314.51248,11.19001,9.68743,0.00000,13.15813,14.15813,2.27869,162.49536,-1.73017,47.43870,5.07275,2705.78564,1654.86169,0.00000,2707.17529,47.50000,5.00000,11145.00000,11300.00000,3.00000,11735.00000,11710.00000,0.00000,3.00000,1.00000,173.33305,3.96622,10.15161,2.18542,0.00000,0.00000,0.00000,319.34482,89.99937,0.00000,0.00000,0.00000,309.00000,0.00000,89.99934,0.00000,210.00000,0.00000,89.99937,0.00000,0.00000,2.00000,1.00000,10.15161,98.34789,6.19965,3.00000,10940.00000,
315.51837,12.19591,10.69332,0.00000,13.15841,14.15841,2.27897,156.52988,-1.73022,47.43825,5.07289,2714.81714,1669.77527,0.00000,2707.90308,47.50000,5.00000,11145.00000,11300.00000,3.00000,11735.00000,11710.00000,0.00000,3.00000,1.00000,173.34738,6.58439,10.12423,2.18872,0.00000,0.00000,0.00000,319.50400,89.99937,0.00000,0.00000,0.00000,309.00000,0.00000,89.99934,0.00000,210.00000,0.00000,89.99937,0.00000,0.00000,2.00000,1.00000,10.12423,97.53124,6.22012,3.00000,10940.00000,
316.52460,13.20213,11.69954,0.00000,13.15869,14.15869,2.27924,150.17732,-1.73027,47.43781,5.07308,2731.82397,1692.77844,0.00000,2716.94678,47.50000,5.00000,11145.00000,11300.00000,3.00000,11735.00000,11710.00000,0.00000,3.00000,1.00000,173.36800,9.89096,10.09733,2.19343,0.00000,0.00000,0.00000,319.64688,89.99937,0.00000,0.00000,0.00000,309.00000,0.00000,89.99936,0.00000,210.00000,0.00000,89.99937,0.00000,0.00000,2.00000,1.00000,10.09733,95.22980,6.35061,3.00000,10940.00000,
317.52832,14.20585,12.70327,0.00000,13.15897,14.15897,2.27952,144.12440,-1.73034,47.43739,5.07331,2755.77148,1724.81873,0.00000,2733.79419,47.50000,5.00000,11145.00000,11300.00000,3.00000,11735.00000,11710.00000,0.00000,3.00000,1.00000,173.39725,13.67515,10.07140,2.20021,0.00000,0.00000,0.00000,319.76935,89.99941,0.00000,0.00000,0.00000,309.00000,0.00000,89.99940,0.00000,210.00000,0.00000,89.99941,0.00000,0.00000,2.00000,1.00000,10.07140,91.39741,6.58501,3.00000,10940.00000,
318.52908,15.20662,13.70404,0.00000,13.15925,14.15925,2.27980,138.92990,-1.73042,47.43700,5.07357,2785.34668,1766.44128,0.00000,2757.40845,47.50000,5.00000,11145.00000,11300.00000,3.00000,11735.00000,11710.00000,0.00000,3.00000,1.00000,173.43571,17.72865,10.04676,2.20925,0.00000,0.00000,0.00000,319.86813,89.99941,0.00000,0.00000,0.00000,309.00000,0.00000,89.99940,0.00000,210.00000,0.00000,89.99941,0.00000,0.00000,2.00000,1.00000,10.04676,86.68926,6.92262,3.00000,10940.00000,
319.53275,16.21029,14.70771,0.00000,13.15953,14.15953,2.28008,134.80893,-1.73050,47.43663,5.07387,2819.29883,1797.39868,0.00000,2786.76953,47.50000,5.00000,11145.00000,11300.00000,3.00000,11735.00000,11710.00000,0.00000,3.00000,1.00000,173.48341,21.91517,10.02353,2.22063,0.00000,0.00000,0.00000,319.94272,89.99941,0.00000,0.00000,0.00000,309.00000,0.00000,89.99940,0.00000,210.00000,0.00000,89.99941,0.00000,0.00000,2.00000,1.00000,10.02353,81.07776,7.37069,3.00000,10940.00000,
320.53415,17.21169,15.70910,0.00000,13.15981,14.15981,2.28036,132.05896,-1.73059,47.43628,5.07419,2855.49805,1830.58191,0.00000,2820.27271,47.50000,5.00000,11145.00000,11300.00000,3.00000,11735.00000,11710.00000,0.00000,3.00000,1.00000,173.53911,25.96722,10.00193,2.23406,0.00000,0.00000,0.00000,319.99390,89.99941,0.00000,0.00000,0.00000,309.00000,0.00000,89.99940,0.00000,210.00000,0.00000,89.99941,0.00000,0.00000,2.00000,1.00000,10.00193,75.51278,7.90240,3.00000,10940.00000,
321.54129,18.22470,16.72211,0.00000,13.16009,14.16009,2.28064,129.74496,-1.73069,47.43596,5.07454,2889.48462,1861.50024,0.00000,2855.79297,47.50000,5.00000,11145.00000,11300.00000,3.00000,11735.00000,11710.00000,0.00000,3.00000,1.00000,173.60254,29.59933,9.98142,2.24951,0.00000,0.00000,0.00000,320.02493,89.99944,0.00000,0.00000,0.00000,309.00000,0.00000,89.99943,0.00000,210.00000,0.00000,89.99944,0.00000,0.00000,2.00000,1.00000,9.98142,71.20747,8.36044,3.00000,10940.00000,
322.54248,19.22589,17.72331,0.00000,13.16037,14.16037,2.28092,127.03553,-1.73079,47.43566,5.07489,2917.32495,1886.28076,0.00000,2888.47046,47.50000,5.00000,11145.00000,11300.00000,3.00000,11735.00000,11710.00000,0.00000,3.00000,1.00000,173.67108,32.77102,9.96213,2.26629,0.00000,0.00000,0.00000,320.03754,89.99944,0.00000,0.00000,0.00000,309.00000,0.00000,89.99943,0.00000,210.00000,0.00000,89.99944,0.00000,0.00000,2.00000,1.00000,9.96213,68.13007,8.73087,3.00000,10940.00000,
323.53812,20.22153,18.71895,0.00000,13.16064,14.16064,2.28119,123.76566,-1.73089,47.43537,5.07527,2937.67944,1901.72852,0.00000,2915.62891,47.50000,5.00000,11145.00000,11300.00000,3.00000,11735.00000,11710.00000,0.00000,3.00000,1.00000,173.74426,35.57635,9.94362,2.28430,0.00000,0.00000,0.00000,320.03482,89.99944,0.00000,0.00000,0.00000,309.00000,0.00000,89.99943,0.00000,210.00000,0.00000,89.99944,0.00000,0.00000,2.00000,1.00000,9.94362,66.19282,8.99608,3.00000,10940.00000,
324.53806,21.22147,19.71888,0.00000,13.16092,14.16092,2.28147,119.74300,-1.73100,47.43509,5.07567,2950.39307,1908.66809,0.00000,2935.83740,47.50000,5.00000,11145.00000,11300.00000,3.00000,11735.00000,11710.00000,0.00000,3.00000,1.00000,173.82315,38.19007,9.92551,2.30368,0.00000,0.00000,0.00000,320.02097,89.99944,0.00000,0.00000,0.00000,309.00000,0.00000,89.99943,0.00000,210.00000,0.00000,89.99944,0.00000,0.00000,2.00000,1.00000,9.92551,64.56393,9.19932,3.00000,10940.00000,
325.54422,22.22764,20.72506,0.00000,13.16120,14.16120,2.28175,115.04510,-1.73111,47.43482,5.07609,2956.96851,1921.07715,0.00000,2948.82349,47.50000,5.00000,11145.00000,11300.00000,3.00000,11735.00000,11710.00000,0.00000,3.00000,1.00000,173.90758,40.79641,9.90769,2.32446,0.00000,0.00000,0.00000,319.99438,89.99944,0.00000,0.00000,0.00000,309.00000,0.00000,89.99943,0.00000,210.00000,0.00000,89.99944,0.00000,0.00000,2.00000,1.00000,9.90769,63.10342,9.39562,3.00000,10940.00000,
